DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
13/01/2020,6.00,SD9,6.00,6.00,6.00,0.00
10/01/2020,6.00,SD9,6.00,6.00,6.00,100.00
09/01/2020,6.00,SD9,6.00,6.00,6.00,325.00
08/01/2020,5.90,SD9,5.90,5.90,5.90,0.00
07/01/2020,5.90,SD9,5.90,5.90,5.90,156.00
06/01/2020,6.10,SD9,6.00,6.10,6.00,12900.00
03/01/2020,6.00,SD9,5.80,6.10,5.80,12100.00
02/01/2020,6.10,SD9,6.10,6.10,6.10,2089.00
31/12/2019,6.10,SD9,5.70,6.10,5.70,300.00
30/12/2019,6.10,SD9,6.10,6.10,6.10,11000.00
27/12/2019,6.00,SD9,6.00,6.10,5.70,33700.00
26/12/2019,6.10,SD9,5.80,6.10,5.80,7719.00
25/12/2019,5.80,SD9,5.80,5.80,5.80,300.00
24/12/2019,5.80,SD9,5.90,5.90,5.70,4312.00
23/12/2019,6.00,SD9,5.70,6.00,5.70,1482.00
20/12/2019,5.80,SD9,5.80,5.80,5.80,760.00
19/12/2019,6.10,SD9,6.00,6.10,6.00,6300.00
18/12/2019,6.00,SD9,6.00,6.00,6.00,215.00
17/12/2019,5.80,SD9,5.80,5.80,5.80,3500.00
16/12/2019,5.90,SD9,5.90,5.90,5.90,0.00
13/12/2019,5.90,SD9,5.90,5.90,5.90,0.00
12/12/2019,5.90,SD9,5.60,5.90,5.60,525.00
11/12/2019,6.00,SD9,6.00,6.00,6.00,0.00
10/12/2019,6.00,SD9,5.90,6.00,5.90,12852.00
09/12/2019,6.00,SD9,6.00,6.00,6.00,100.00
06/12/2019,5.70,SD9,5.70,5.70,5.70,1000.00
05/12/2019,5.90,SD9,6.10,6.10,5.90,10420.00
04/12/2019,5.80,SD9,5.80,5.80,5.80,11700.00
03/12/2019,5.80,SD9,5.80,5.80,5.80,0.00
02/12/2019,5.80,SD9,6.00,6.00,5.80,30939.00
29/11/2019,6.10,SD9,6.10,6.20,6.10,8155.00
28/11/2019,6.10,SD9,6.10,6.10,6.10,5000.00
27/11/2019,6.20,SD9,6.10,6.20,6.10,300.00
26/11/2019,6.10,SD9,6.10,6.10,6.10,8000.00
25/11/2019,6.10,SD9,6.10,6.10,6.10,9100.00
22/11/2019,6.20,SD9,6.00,6.20,6.00,5359.00
21/11/2019,6.10,SD9,6.10,6.10,6.10,6159.00
