,Momentum,Label
318,-398.4000000000005,True
319,-398.7000000000005,True
320,-410.0000000000005,False
321,-399.6000000000005,False
322,-388.2000000000005,False
323,-376.80000000000047,False
324,-364.30000000000047,True
325,-351.6000000000004,True
326,-339.4000000000005,True
327,-328.20000000000044,False
328,-316.2000000000005,True
329,-305.4000000000005,False
330,-294.10000000000053,True
331,-282.8000000000005,False
332,-271.10000000000053,True
333,-259.60000000000053,False
334,-259.00000000000057,False
335,-258.20000000000056,True
336,-257.8000000000006,True
337,-257.8000000000006,True
338,-257.8000000000006,False
339,-257.1000000000006,False
340,-255.90000000000057,False
341,-255.00000000000057,False
342,-253.70000000000056,True
343,-252.20000000000059,True
344,-251.40000000000057,True
345,-251.20000000000056,False
346,-250.20000000000056,True
347,-249.50000000000054,False
348,-249.0000000000005,False
349,-248.30000000000052,True
350,-247.60000000000053,True
351,-246.70000000000056,True
352,-246.40000000000055,True
353,-246.30000000000055,False
354,-246.00000000000057,True
355,-246.10000000000056,False
356,-246.00000000000054,True
357,-245.50000000000054,True
358,-245.10000000000053,False
359,-244.90000000000055,True
360,-244.70000000000056,True
361,-244.60000000000053,True
362,-244.70000000000056,False
363,-244.5000000000005,True
364,-244.60000000000053,False
365,-244.40000000000052,False
366,-244.10000000000053,False
367,-243.9000000000005,False
368,-243.7000000000005,False
369,-243.10000000000048,False
370,-241.10000000000048,True
371,-239.70000000000047,True
372,-239.10000000000045,False
373,-237.90000000000046,True
374,-236.70000000000044,True
375,-235.40000000000043,True
376,-234.10000000000042,True
377,-233.70000000000041,False
378,-232.60000000000042,True
379,-231.70000000000041,False
380,-230.9000000000004,False
381,-229.70000000000041,True
382,-229.4000000000004,True
383,-229.6000000000004,True
384,-229.4000000000004,True
385,-229.0000000000004,True
386,-229.0000000000004,False
387,-229.00000000000043,False
388,-228.60000000000042,True
389,-227.9000000000004,True
390,-227.50000000000043,False
391,-227.10000000000042,True
392,-226.8000000000004,False
393,-226.4000000000004,True
394,-226.30000000000038,False
395,-225.80000000000038,True
396,-225.2000000000004,True
397,-224.80000000000038,True
398,-224.40000000000038,True
399,-224.10000000000036,False
400,-223.70000000000036,True
401,-223.20000000000036,True
402,-223.4000000000004,False
403,-223.10000000000036,True
404,-223.1000000000004,True
405,-223.20000000000041,True
406,-223.60000000000042,True
407,-224.10000000000042,False
408,-224.50000000000043,True
409,-225.00000000000043,False
410,-225.20000000000044,True
411,-225.30000000000047,True
412,-225.60000000000048,True
413,-226.00000000000048,True
414,-226.4000000000005,True
415,-226.50000000000048,True
416,-226.6000000000005,True
417,-226.8000000000005,True
418,-226.8000000000005,True
419,-226.4000000000005,True
420,-226.50000000000048,True
421,-227.60000000000048,True
422,-229.00000000000045,False
423,-230.30000000000044,True
424,-231.50000000000043,True
425,-232.8000000000004,True
426,-234.1000000000004,True
427,-235.40000000000038,True
428,-236.60000000000036,True
429,-237.80000000000035,True
430,-239.30000000000035,True
431,-240.90000000000035,False
432,-242.60000000000036,False
433,-243.30000000000035,False
434,-242.80000000000035,True
435,-242.40000000000038,True
436,-241.90000000000038,True
437,-241.8000000000004,True
438,-241.70000000000041,False
439,-241.5000000000004,False
440,-241.10000000000042,True
441,-240.70000000000044,True
442,-240.40000000000046,False
443,-240.30000000000047,False
444,-238.60000000000048,True
445,-237.1000000000005,False
446,-236.00000000000048,False
447,-235.00000000000048,False
448,-233.50000000000048,True
449,-232.3000000000005,False
450,-230.4000000000005,False
451,-228.3000000000005,True
452,-226.4000000000005,False
453,-224.5000000000005,False
454,-222.60000000000048,False
455,-220.00000000000045,True
456,-218.10000000000048,True
457,-217.50000000000048,False
458,-216.30000000000047,True
459,-215.80000000000047,False
460,-215.10000000000048,False
461,-213.60000000000045,False
462,-210.20000000000041,True
463,-208.30000000000044,True
464,-206.90000000000043,True
465,-205.90000000000043,False
466,-204.3000000000004,False
467,-202.8000000000004,False
468,-201.30000000000044,False
469,-198.50000000000043,True
470,-196.8000000000004,True
471,-195.7000000000004,False
472,-193.9000000000004,True
473,-192.9000000000004,True
474,-192.70000000000041,True
475,-193.10000000000042,True
476,-192.9000000000004,False
477,-192.4000000000004,False
478,-191.70000000000041,True
479,-191.40000000000043,True
480,-191.30000000000047,False
481,-191.30000000000044,False
482,-191.40000000000043,False
483,-190.70000000000044,True
484,-190.00000000000045,True
485,-189.90000000000046,False
486,-189.30000000000044,False
487,-188.70000000000044,False
488,-187.70000000000044,False
489,-185.90000000000043,True
490,-184.5000000000004,False
491,-182.7000000000004,False
492,-180.7000000000004,True
493,-179.1000000000004,False
494,-177.4000000000004,False
495,-175.20000000000044,False
496,-171.3000000000004,True
497,-168.60000000000042,True
498,-165.50000000000045,True
499,-163.70000000000044,False
500,-162.10000000000045,False
501,-160.10000000000045,True
502,-158.30000000000044,True
503,-156.60000000000048,True
504,-155.90000000000046,False
505,-155.30000000000044,False
506,-154.30000000000044,True
507,-153.10000000000045,True
508,-154.10000000000045,False
509,-155.00000000000045,False
510,-155.10000000000045,True
511,-155.10000000000045,True
512,-154.90000000000046,True
513,-154.90000000000046,True
514,-155.30000000000047,True
515,-155.80000000000047,False
516,-156.00000000000045,False
517,-155.60000000000048,True
518,-155.3000000000005,True
519,-155.50000000000048,True
520,-156.00000000000045,False
521,-155.60000000000045,True
522,-155.90000000000043,False
523,-156.20000000000041,False
524,-156.4000000000004,False
525,-156.3000000000004,True
526,-156.20000000000041,True
527,-156.20000000000041,False
528,-156.10000000000045,False
529,-155.8000000000004,True
530,-155.8000000000004,True
531,-155.70000000000041,True
532,-155.40000000000043,True
533,-155.00000000000045,True
534,-154.8000000000005,False
535,-154.3000000000005,True
536,-154.00000000000048,False
537,-153.70000000000047,False
538,-153.30000000000047,True
539,-152.80000000000047,True
540,-152.50000000000045,True
541,-152.40000000000043,False
542,-152.20000000000044,True
543,-151.90000000000043,True
544,-151.50000000000043,True
545,-151.3000000000004,True
546,-151.2000000000004,False
547,-151.00000000000037,False
548,-150.7000000000004,True
549,-150.4000000000004,True
550,-150.20000000000041,True
551,-150.30000000000044,False
552,-149.9000000000004,True
553,-149.50000000000043,True
554,-149.20000000000044,True
555,-149.30000000000044,False
556,-149.20000000000044,True
557,-149.10000000000045,True
558,-148.90000000000046,True
559,-148.70000000000047,True
560,-148.60000000000048,True
561,-148.60000000000048,True
562,-148.60000000000048,True
563,-148.70000000000047,False
564,-148.60000000000048,True
565,-148.7000000000005,True
566,-148.7000000000005,True
567,-148.6000000000005,True
568,-148.40000000000052,True
569,-148.40000000000055,False
570,-148.20000000000053,True
571,-148.0000000000005,True
572,-147.8000000000005,True
573,-147.60000000000048,True
574,-147.40000000000046,True
575,-147.20000000000044,True
576,-147.20000000000041,False
577,-147.0000000000004,False
578,-146.7000000000004,False
579,-146.2000000000004,True
580,-146.3000000000004,False
581,-145.40000000000038,False
582,-144.20000000000036,False
583,-143.1000000000004,False
584,-142.00000000000037,False
585,-140.1000000000004,True
586,-138.10000000000042,True
587,-136.20000000000044,True
588,-134.20000000000044,True
589,-132.70000000000047,True
590,-131.4000000000005,True
591,-130.50000000000048,True
592,-130.00000000000045,False
593,-129.60000000000042,False
594,-129.20000000000044,True
595,-129.00000000000045,True
596,-129.00000000000048,False
597,-129.00000000000048,True
598,-129.40000000000046,True
599,-129.70000000000041,True
600,-130.10000000000042,True
601,-130.50000000000045,False
602,-130.40000000000043,True
603,-130.3000000000004,False
604,-129.70000000000041,True
605,-129.1000000000004,True
606,-128.8000000000004,True
607,-128.8000000000004,True
608,-128.90000000000043,False
609,-129.0000000000004,False
610,-128.8000000000004,True
611,-128.50000000000043,True
612,-128.40000000000043,True
613,-128.10000000000042,True
614,-128.0000000000004,True
615,-128.0000000000004,True
616,-128.0000000000004,True
617,-128.1000000000004,True
618,-128.2000000000004,False
619,-128.00000000000037,True
620,-127.80000000000038,True
621,-127.60000000000039,True
622,-127.5000000000004,True
623,-127.60000000000039,True
624,-127.70000000000039,True
625,-127.80000000000038,False
626,-127.60000000000039,True
627,-127.60000000000039,False
628,-127.40000000000038,True
629,-127.30000000000038,False
630,-127.00000000000037,True
631,-126.70000000000036,True
632,-126.90000000000038,False
633,-126.10000000000038,True
634,-125.80000000000038,False
635,-125.30000000000038,True
636,-124.90000000000038,False
637,-124.60000000000038,False
638,-123.70000000000037,True
639,-122.70000000000036,True
640,-121.90000000000038,True
641,-121.10000000000038,True
642,-121.00000000000038,False
643,-120.80000000000037,True
644,-120.50000000000036,True
645,-120.50000000000036,False
646,-120.70000000000034,True
647,-120.60000000000035,True
648,-120.80000000000037,True
649,-120.90000000000038,True
650,-121.00000000000038,True
651,-121.50000000000038,True
652,-122.50000000000038,True
653,-123.80000000000037,True
654,-125.40000000000036,True
655,-128.40000000000035,False
656,-130.30000000000038,True
657,-132.0000000000004,True
658,-134.2000000000004,True
659,-137.10000000000036,True
660,-140.5000000000004,True
661,-145.90000000000038,False
662,-149.7000000000004,True
663,-153.30000000000038,True
664,-157.2000000000004,True
665,-161.60000000000042,False
666,-165.3000000000004,False
667,-168.20000000000041,False
668,-170.50000000000043,False
669,-173.30000000000038,False
670,-174.70000000000041,True
671,-176.2000000000004,True
672,-177.40000000000043,False
673,-177.8000000000004,True
674,-177.2000000000004,True
675,-177.50000000000037,True
676,-177.90000000000038,True
677,-179.1000000000004,False
678,-179.30000000000038,True
679,-179.6000000000004,True
680,-180.40000000000038,False
681,-181.10000000000036,True
682,-181.90000000000038,True
683,-183.30000000000035,True
684,-184.40000000000035,False
685,-185.10000000000034,True
686,-185.90000000000032,True
687,-186.40000000000035,True
688,-187.90000000000035,True
689,-189.0000000000003,True
690,-190.20000000000033,False
691,-191.2000000000003,True
692,-192.10000000000034,True
693,-192.70000000000033,True
694,-194.70000000000036,True
695,-197.20000000000033,True
696,-198.90000000000038,True
697,-201.50000000000037,True
698,-205.00000000000037,True
699,-209.40000000000038,True
700,-214.70000000000036,True
701,-221.60000000000036,False
702,-228.40000000000038,False
703,-232.00000000000037,True
704,-237.3000000000004,True
705,-243.5000000000004,True
706,-249.50000000000043,False
707,-254.50000000000043,True
708,-259.20000000000044,True
709,-264.5000000000004,False
710,-267.2000000000004,True
711,-269.7000000000004,False
712,-271.4000000000003,False
713,-270.6000000000003,True
714,-269.90000000000026,True
715,-269.4000000000003,True
716,-270.9000000000003,True
717,-272.60000000000025,True
718,-275.3000000000003,True
719,-280.3000000000003,False
720,-283.20000000000033,True
721,-287.1000000000003,True
722,-293.60000000000036,True
723,-302.0000000000004,False
724,-309.8000000000004,False
725,-314.3000000000004,True
726,-321.3000000000004,False
727,-328.0000000000004,False
728,-330.90000000000043,True
729,-333.3000000000004,True
730,-335.70000000000044,True
731,-336.90000000000043,True
732,-337.30000000000047,False
733,-338.70000000000044,False
734,-337.40000000000043,True
735,-335.00000000000045,False
736,-332.40000000000043,False
737,-331.00000000000045,False
738,-329.4000000000005,False
739,-326.30000000000047,True
740,-324.20000000000044,True
741,-324.4000000000004,True
742,-325.10000000000036,False
743,-323.5000000000004,False
744,-321.5000000000004,True
745,-320.30000000000035,False
746,-319.10000000000036,False
747,-316.8000000000004,True
748,-315.3000000000004,False
749,-314.10000000000036,False
750,-312.30000000000035,True
751,-311.60000000000036,False
752,-311.10000000000036,False
753,-308.60000000000036,True
754,-305.3000000000004,True
755,-302.70000000000044,True
756,-302.1000000000004,False
757,-299.80000000000047,True
758,-298.1000000000005,True
759,-297.00000000000045,False
760,-295.90000000000043,True
761,-295.2000000000005,False
762,-294.00000000000045,True
763,-293.4000000000005,True
764,-293.10000000000053,True
765,-293.1000000000005,True
766,-294.5000000000005,False
767,-295.4000000000005,False
768,-295.4000000000005,True
769,-295.40000000000055,False
770,-295.80000000000047,False
771,-294.4000000000005,True
772,-295.0000000000005,True
773,-297.30000000000047,False
774,-297.90000000000043,True
775,-298.8000000000004,False
776,-299.20000000000044,True
777,-299.40000000000043,True
778,-299.8000000000004,True
779,-299.7000000000004,True
780,-301.10000000000036,False
781,-302.50000000000034,False
782,-303.80000000000035,False
783,-304.7000000000004,True
784,-305.6000000000004,True
785,-305.60000000000036,False
786,-305.2000000000004,False
787,-305.1000000000004,True
788,-305.2000000000005,False
789,-305.40000000000043,False
790,-305.1000000000004,False
791,-303.4000000000005,True
792,-302.2000000000005,True
793,-300.80000000000047,True
794,-299.00000000000045,True
795,-299.4000000000005,False
796,-299.50000000000045,False
797,-299.20000000000044,True
798,-298.9000000000005,False
799,-298.3000000000004,True
800,-298.40000000000043,False
801,-298.2000000000004,True
802,-298.30000000000047,True
803,-299.00000000000045,True
804,-300.1000000000004,True
805,-300.9000000000004,False
806,-301.40000000000043,False
807,-301.8000000000004,False
808,-300.90000000000043,True
809,-300.7000000000004,False
810,-300.40000000000043,True
811,-300.2000000000004,True
812,-300.3000000000004,True
813,-300.2000000000004,True
814,-300.7000000000004,False
815,-300.2000000000004,False
816,-299.4000000000004,True
817,-298.50000000000034,True
818,-297.80000000000035,True
819,-297.4000000000003,False
820,-296.80000000000035,False
821,-296.20000000000033,True
822,-295.4000000000003,True
823,-295.1000000000003,False
824,-294.60000000000036,False
825,-293.7000000000004,False
826,-292.60000000000036,False
827,-291.0000000000004,False
828,-289.0000000000004,True
829,-287.80000000000047,False
830,-286.80000000000047,False
831,-285.2000000000005,False
832,-283.3000000000005,False
833,-281.3000000000005,False
834,-279.8000000000005,False
835,-275.3000000000005,True
836,-272.6000000000005,True
837,-270.7000000000005,False
838,-268.6000000000004,False
839,-266.50000000000045,False
840,-264.20000000000044,True
841,-261.6000000000005,True
842,-259.3000000000004,True
843,-257.7000000000004,True
844,-256.6000000000004,True
845,-258.9000000000004,False
846,-259.6000000000004,True
847,-260.4000000000004,True
848,-263.0000000000004,True
849,-264.70000000000044,False
850,-266.3000000000004,False
851,-268.00000000000045,False
852,-269.9000000000004,False
853,-272.10000000000036,False
854,-274.1000000000004,False
855,-275.0000000000004,True
856,-275.2000000000004,True
857,-275.3000000000004,True
858,-274.60000000000036,False
859,-274.60000000000036,True
860,-274.40000000000043,True
861,-274.0000000000004,True
862,-273.9000000000003,False
863,-273.2000000000004,True
864,-272.9000000000004,True
865,-272.7000000000004,True
866,-272.60000000000036,True
867,-272.70000000000033,True
868,-272.9000000000003,True
869,-273.10000000000036,True
870,-273.1000000000003,True
871,-273.6000000000003,False
872,-273.30000000000035,True
873,-273.00000000000034,True
874,-272.9000000000003,True
875,-273.00000000000034,True
876,-273.70000000000033,False
877,-273.70000000000033,True
878,-273.8000000000003,False
879,-273.30000000000035,True
880,-273.50000000000034,True
881,-273.8000000000004,True
882,-273.80000000000035,True
883,-274.0000000000004,True
884,-274.90000000000043,True
885,-277.00000000000045,False
886,-278.40000000000043,False
887,-279.00000000000045,True
888,-279.7000000000004,True
889,-280.50000000000045,True
890,-282.40000000000043,False
891,-284.0000000000004,False
892,-285.70000000000044,False
893,-286.4000000000004,True
894,-287.5000000000004,False
895,-288.40000000000043,False
896,-288.60000000000036,True
897,-288.4000000000003,True
898,-288.30000000000035,False
899,-288.30000000000035,True
900,-288.8000000000004,False
901,-289.1000000000004,False
902,-288.70000000000044,True
903,-288.20000000000044,True
904,-288.0000000000004,False
905,-287.8000000000004,False
906,-287.6000000000004,True
907,-287.4000000000004,False
908,-287.30000000000035,False
909,-286.70000000000044,False
910,-285.5000000000004,True
911,-284.2000000000004,True
912,-283.2000000000004,True
913,-281.9000000000003,True
914,-282.00000000000034,False
915,-282.5000000000003,False
916,-281.70000000000033,True
917,-281.70000000000033,True
918,-281.8000000000003,True
919,-282.10000000000025,False
920,-282.3000000000003,False
921,-282.40000000000026,True
922,-283.0000000000003,True
923,-284.10000000000025,False
924,-284.90000000000026,True
925,-285.3000000000003,True
926,-286.00000000000034,False
927,-286.0000000000003,False
928,-286.1000000000003,False
929,-286.00000000000034,True
930,-285.8000000000004,True
931,-285.4000000000004,True
932,-286.0000000000004,False
933,-286.3000000000004,True
934,-286.80000000000047,False
935,-287.1000000000005,False
936,-287.20000000000044,False
937,-287.20000000000044,True
938,-287.20000000000044,True
939,-287.20000000000044,False
940,-286.8000000000005,True
941,-286.7000000000005,True
942,-286.70000000000044,True
943,-286.70000000000044,True
944,-286.7000000000005,False
945,-285.70000000000044,True
946,-285.4000000000005,True
947,-285.8000000000004,False
948,-286.40000000000043,False
949,-286.40000000000043,True
950,-286.50000000000045,True
951,-287.20000000000044,False
952,-287.6000000000005,False
953,-287.90000000000043,True
954,-288.4000000000005,False
955,-288.7000000000005,True
956,-288.9000000000005,True
957,-289.30000000000047,False
958,-289.4000000000005,True
959,-288.9000000000005,True
960,-288.5000000000005,True
961,-288.1000000000005,True
962,-288.2000000000005,True
963,-288.3000000000005,False
964,-288.0000000000005,True
965,-287.9000000000005,True
966,-287.7000000000005,True
967,-287.90000000000043,False
968,-288.00000000000045,True
969,-288.7000000000005,False
970,-288.1000000000005,True
971,-288.0000000000005,False
972,-287.7000000000005,True
973,-287.1000000000005,True
974,-286.7000000000005,True
975,-286.2000000000005,True
976,-285.7000000000005,True
977,-285.3000000000005,True
978,-284.90000000000055,True
979,-284.4000000000006,True
980,-284.00000000000057,False
981,-283.50000000000057,True
982,-282.8000000000006,True
983,-283.0000000000006,True
984,-283.40000000000055,False
985,-283.70000000000056,True
986,-283.8000000000006,True
987,-284.00000000000057,True
988,-283.60000000000053,True
989,-284.6000000000005,True
990,-286.7000000000005,True
991,-289.1000000000004,False
992,-291.20000000000044,True
993,-293.3000000000004,True
994,-294.7000000000004,True
995,-298.4000000000004,False
996,-301.10000000000036,True
997,-304.10000000000036,True
998,-307.5000000000003,False
999,-310.20000000000033,True
1000,-312.8000000000003,True
1001,-315.20000000000033,True
1002,-317.00000000000034,True
1003,-318.30000000000035,False
1004,-319.4000000000003,False
1005,-320.4000000000003,True
1006,-321.4000000000004,False
1007,-322.30000000000035,False
1008,-321.80000000000035,True
1009,-321.60000000000036,True
1010,-321.0000000000004,True
1011,-320.9000000000004,False
1012,-321.1000000000004,False
1013,-320.8000000000004,True
1014,-320.50000000000034,False
1015,-319.80000000000035,True
1016,-319.4000000000004,False
1017,-318.5000000000004,True
1018,-317.5000000000004,True
1019,-317.00000000000034,False
1020,-316.5000000000004,False
1021,-316.1000000000004,False
1022,-315.60000000000036,False
1023,-314.8000000000004,True
1024,-314.2000000000004,False
1025,-313.30000000000035,True
1026,-312.60000000000036,True
1027,-311.7000000000004,True
1028,-311.20000000000033,True
1029,-311.20000000000033,False
1030,-310.8000000000003,True
1031,-310.50000000000034,True
1032,-310.20000000000033,True
1033,-310.10000000000025,False
1034,-309.8000000000003,True
1035,-309.8000000000003,True
1036,-309.60000000000025,True
1037,-309.90000000000026,True
1038,-310.30000000000024,True
1039,-310.8000000000003,True
1040,-311.10000000000025,True
1041,-312.1000000000003,False
1042,-312.8000000000003,True
1043,-314.0000000000003,False
1044,-314.60000000000025,True
1045,-315.4000000000003,False
1046,-316.00000000000034,True
1047,-316.70000000000033,True
1048,-317.20000000000033,True
1049,-317.9000000000004,True
1050,-318.40000000000043,False
1051,-318.6000000000004,True
1052,-318.90000000000043,True
1053,-319.0000000000005,True
1054,-318.9000000000005,True
1055,-319.1000000000005,False
1056,-318.80000000000047,True
1057,-318.8000000000005,True
1058,-318.9000000000005,True
1059,-319.1000000000005,True
1060,-319.40000000000043,False
1061,-320.2000000000005,False
1062,-319.6000000000004,False
1063,-318.70000000000044,True
1064,-317.8000000000004,True
1065,-317.50000000000034,False
1066,-317.00000000000034,True
1067,-316.6000000000004,False
1068,-315.60000000000036,True
1069,-315.3000000000004,False
1070,-314.7000000000004,True
1071,-314.1000000000004,False
1072,-313.4000000000004,False
1073,-312.5000000000004,True
1074,-311.6000000000004,True
1075,-311.7000000000004,False
1076,-311.8000000000004,False
1077,-311.7000000000004,False
1078,-311.00000000000045,True
1079,-310.6000000000004,True
1080,-310.0000000000004,True
