,MFI,Label
0,73.33058126675857,False
1,68.80701342913899,False
2,73.23941941159222,False
3,72.11283045916431,False
4,76.26029683602232,False
5,68.1692342245303,True
6,66.27084446310005,True
7,72.91029182076238,True
8,71.42955421023666,False
9,69.91448387313986,True
10,66.8636716941192,False
11,61.4222006156275,True
12,69.91520094425418,True
13,58.28175356263346,True
14,64.59052578676075,True
15,55.02302284433197,True
16,51.69796707660584,True
17,40.77101927548189,True
18,50.65540594753781,True
19,59.282998289295776,True
20,49.35004285588179,True
21,55.97345886521601,True
22,63.04760840411265,True
23,59.071383874369566,True
24,53.78383576133468,True
25,59.380341564316396,True
26,53.11848523966758,True
27,58.92433980105022,True
28,58.977274422412975,True
29,61.266139682397565,True
30,64.95817541845683,True
31,62.30384197967117,True
32,57.114694119822126,True
33,58.699839390042186,True
34,58.40156008251676,True
35,52.71393643031785,True
36,68.26579586048922,True
37,56.86459627329192,True
38,41.792012535712594,True
39,43.29209077653736,True
40,32.152462179163024,True
41,33.04271263637326,True
42,34.96221662468514,True
43,31.542258665774543,True
44,33.65663216029818,True
45,39.608954448528095,True
46,37.774132158956235,True
47,35.59550582272023,True
48,36.51597265169229,True
49,20.845982476687702,True
50,28.896397609175597,True
51,47.64879383199994,False
52,67.2451668612897,True
53,64.64167286709016,True
54,62.16327999305156,True
55,67.75771588077524,True
56,61.974668691108256,True
57,69.92432509612344,True
58,53.900974593176116,True
59,52.92330076300218,True
60,53.425044455578806,True
61,53.81056183136477,True
62,50.79589579399186,True
63,50.99138502664063,True
64,49.01130593108225,True
65,45.61516908240441,True
66,82.19485541266852,False
67,68.15873830441586,False
68,59.02112630227592,False
69,59.08884378112147,False
70,57.10795641540382,False
71,71.42199704889953,True
72,68.03154621260668,True
73,66.14026661026817,True
74,74.1708688741194,False
75,62.33736902120819,True
76,59.33592811531282,False
77,58.5168766965689,False
78,59.80337108962645,True
79,51.82460919069675,True
80,60.50075913268238,True
81,59.79486026485599,True
82,66.57700197092423,True
83,62.48780257863417,True
84,54.38516849059446,False
85,58.53294379942682,False
86,58.32018371259496,True
87,49.412539287744295,True
88,59.21450768980944,True
89,62.90100429660393,True
90,65.97354250719303,True
91,66.14541386022833,True
92,66.38182610496413,True
93,66.55848546315077,True
94,67.26220694737393,True
95,61.32531874654397,True
96,61.775217355951575,True
97,78.12292761295915,False
98,67.61811782355316,True
99,66.20578878408958,True
100,63.30367778643262,True
101,66.77395884552647,True
102,69.31047801474712,True
103,73.3440099581031,True
104,71.82148246976226,True
105,69.41528713999342,True
106,66.94657428406757,True
107,71.5518031396648,True
108,69.28765929246822,True
109,75.75320264223534,True
110,57.062708811746575,True
111,70.09503899748339,True
112,78.51586558118593,True
113,84.4000497110545,True
114,83.96768631457948,True
115,76.41522256201156,True
116,71.59247486391727,True
117,86.37041627335549,True
118,76.75889252128475,True
119,71.82366458641053,True
120,74.30331082761128,True
121,76.77923824450637,True
122,79.39309775943732,True
123,87.09132210839604,True
124,85.5327406733482,False
125,83.78656725037378,False
126,84.02232164029277,False
127,86.91396387648086,True
128,75.40184438428791,False
129,70.8177307378867,False
130,63.96647267960355,False
131,69.67769032137635,False
132,74.1382086449932,False
133,71.0359021040602,True
134,67.98153832877968,True
135,69.77115314803699,False
136,57.980038175903246,True
137,57.313526226973266,False
138,59.87471997103102,False
139,60.945663909773444,False
140,50.43402511220329,False
141,64.69364949414668,False
142,73.85761458000712,True
143,80.44840944142588,True
144,76.5893940233312,False
145,72.16043046698114,False
146,76.0702355156337,False
147,80.89184973439302,False
148,67.98560279555517,True
149,72.3453256505636,False
150,76.23840343421809,False
151,75.05288813154789,False
152,78.70265725756711,True
153,76.84613489624505,True
154,80.14209979814648,True
155,70.51520946188133,False
156,57.7373059532262,True
157,55.615577475323214,False
158,59.364972529905515,True
159,55.029911688627344,True
160,47.78226638774234,True
161,51.12272362419627,False
162,55.72847325448631,False
163,52.861162878483896,False
164,51.47604365323362,False
165,39.971543493956446,False
166,41.0680245092477,False
167,29.674869221013104,True
168,34.54457685727327,True
169,40.669078065293334,True
170,49.0637289014013,True
171,38.924228901392055,True
172,44.2002761217027,True
173,49.597720018126005,True
174,57.852530639124915,True
175,52.36534170417155,True
176,90.14132856238685,True
177,84.99865689138353,True
178,80.95323267458176,True
179,80.85662371527248,True
180,77.19606384501346,True
181,78.0005422598108,True
182,75.52884087698814,True
183,74.28813738168364,True
184,75.92652545507072,True
185,77.9458940850779,True
186,83.00971220357164,False
187,79.70449462634144,False
188,83.73606217859516,True
189,66.85547961741126,False
190,71.9528767836751,False
191,75.10678769986917,False
192,77.48462661755269,False
193,80.01835720787376,False
194,80.32006901460738,False
195,81.54092944890357,False
196,81.11186976450135,False
197,79.99677639659751,False
198,78.64201445268259,False
199,78.13273657964987,True
200,77.04716008311007,False
201,58.72837875722397,False
202,68.82624907966718,False
203,68.97906503446843,False
204,68.87568760942992,False
205,68.75530540690164,False
206,70.77767257915785,False
207,60.48630572150452,False
208,59.808805840041686,False
209,64.05284251914173,False
210,63.61575201174525,False
211,63.189397671539645,False
212,33.59398414865631,False
213,60.76761912436404,True
214,55.16197461738214,True
215,55.71447521530554,False
216,73.0299174230647,True
217,81.0237179116461,False
218,69.577266940216,True
219,61.99628343196373,True
220,69.66390779412758,True
221,69.16626168524232,False
222,70.31295521360278,False
223,68.19176426959545,False
224,67.03509551777923,False
225,68.23547540744285,False
226,69.40063830867733,True
227,65.47953119651406,False
228,64.0769826925097,False
229,58.6466091270974,False
230,46.88396572659139,False
231,59.92447765738726,False
232,71.21400417943782,True
233,64.52555264495699,True
234,65.61509729184392,True
235,62.346809500365495,True
236,71.62635349549502,True
237,77.7355430288617,False
238,73.35834844438092,False
239,74.15619223810047,True
240,79.7442184160411,True
241,83.54870022387684,False
242,79.00287926648589,True
243,81.10713476003662,True
244,80.15986151202397,True
245,74.74998427351781,True
246,76.83652392379781,True
247,79.80557607645002,True
248,78.29080257858556,True
249,81.8042797638751,True
250,67.54172007125041,True
251,66.45634649810285,False
252,63.85532731753045,False
253,62.94637905582576,True
254,63.50632498853294,True
255,62.37120459967696,True
256,59.19296107971214,False
257,54.19588787053743,True
258,57.23180836242518,True
259,56.02216848699265,False
260,56.28710800344558,True
261,60.37307055886455,True
262,42.952350969067965,True
263,55.10378574908833,True
264,56.6387736498428,True
265,57.493815912235924,True
266,56.43340760810416,True
267,49.64684529794558,True
268,53.797397966905564,True
269,59.77021551133677,True
270,71.2201332436428,False
271,74.88953099332909,False
272,73.11183235538049,True
273,68.43614640162536,True
274,70.68152134612026,False
275,67.74712777814123,True
276,69.323888820686,True
277,66.37771722065342,True
278,65.76945460705532,False
279,65.50428247285663,False
